x|y
0.6193583989480271|0.9686388193993699
0.1458155263618377|0.055599190911097725
0.23178450715354268|0.2728786232122762
0.2504033175207985|0.343311613461285
0.23532886495659056|0.4264373461406287
0.9014356415757871|0.18082255818069357
0.22180424684812278|0.47378361161849686
0.22291724017004286|0.20869479421316584
0.22708627800358|0.23883675089678919
0.22933104361479253|0.3599254715306354
0.3502235638614062|0.1412811568298
0.26986281343817753|0.16706595901815693
0.33241531705750293|0.172130435769785
0.3553582844761622|0.17353175063340917
0.37785476549275876|0.1461147063056384
0.4021111229724638|0.14412282256539616
0.3868881996524835|0.1201624446991966
0.5399481118377907|0.8279990620040304
0.47323232063008436|0.5552186518180124
0.20960321215235986|0.6967876022775065
0.5590545139432087|0.370880104810771
0.5991443441281828|0.05753108627837021
0.6407006508573155|0.17780440614932816
0.48466428138359513|0.348000055801639
0.5962008112580361|0.8169771927408711
0.45411401092917225|0.6579449508435604
0.39163668421136405|0.8579443234170091
0.46006680438233966|0.8644523121796813
0.23062126424566345|0.5811579996670813
0.2124652259237485|0.6283519147900947
0.4817429636685414|0.8600629635646265
0.4557889863580307|0.8241638868550125
0.2363808520554299|0.6095180090695864
0.20637088366003417|0.6003352954358881
0.5018640066570101|0.8559919954474312
0.5706628525063471|0.7600359145161367
0.2858632483854586|0.5939845839444606
0.9464939025126746|0.9650766958177911
0.7262759641645112|0.9700872046597105
0.18297821639366033|0.513240336971942
0.7411507272527542|0.9027948572857109
0.7468545987866342|0.9264105578665506
0.717253484417413|0.8623728315017936
0.7815350745721807|0.8718669552698843
0.7503840561825098|0.9467046470551804
0.7504481896261376|0.8617529702280525
0.7797776944577507|0.8513530702095564
0.7777916578841554|0.972049517378643
0.7531114257901468|0.9667423211747603
0.7660391851137376|0.9092507199931334
0.775420916055719|0.9498564285028199
0.7643559089566535|0.8783796176529207
0.7864538748599615|0.9108800993379941
0.7699686998316901|0.9278768734495857
0.7320006649258245|0.87782381234349
0.5536722534974485|0.220498276284959
0.5202280529933696|0.47383401749643667
0.5191293982973205|0.463462890144922
0.18368524615538082|0.6815675443250561
0.1177188321022502|0.9636182335115228
0.15243434956868124|0.6016939735770408
0.2685266957635599|0.5492117470765338
0.4924067357953803|0.898523330015114
0.49758843551573834|0.8157010673833701
0.919173575525422|0.9216658967184572
0.9131924697539024|0.9799028582825765
0.6636188822225013|0.8331433678630226
0.5222818567498537|0.4228051387326919
0.5864270646115811|0.164010547810607
0.5864401181302789|0.20733455990141844
0.49510997405420176|0.14760716123472056
0.4026248192818623|0.24655817797048013
0.436214262709293|0.25911744080328536
0.39043106815670076|0.35694644494838884
0.39133225217389406|0.2759014333029323
0.4339957031796579|0.1565256304974569
